property_id,name,district,price,beds,baths,area,build_time,location,time_to_school,distance_to_mrt,latitude,longitude,public_facilities,facility_type,costScore,commuteScore,neighborhoodScore,device_id,dwell_time,favorite,update_time
484,Master Room (HDB) for Rent in 184 Stirling Road,Queenstown,1700,1,1,121,2000,184 Stirling Road 140184,49,224,1.29560954714992,103.804472923985,"[{'Margaret Drive Hawker Centre': '209'}, {'Queenstown Public Library': '362'}, {'CAMP ROAD INTERIM PARK': '1732'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '541'}]",HDB,0.6,0.65,0.84,device_229,68.55,False,2025-10-28 03:30:56.914408+00:00
178,Birmingham Mansions (B),Kampong Java,1400,1,0,200,1998,130 Thomson Rd,82,320,1.3177326204316,103.844909211296,"[{'Cambridge Road Blk 41A (Pek Kio Market and Food Centre)': '618'}, {'Toa Payoh Public Library': '1882'}, {'THOMSON RD PG': '210'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '166'}]",Apartment,1.0,0.29,0.95,device_229,27.45,False,2025-10-28 03:31:59.623627+00:00
199,Common Room (Condo) for Rent in Simsville,Geylang,1400,1,0,100,1998,Simsville,76,358,1.31703114737635,103.890499582849,"[{'Aljunied Ave 2 Blk 117 (Blk 117 Aljunied Market and Food Centre)': '556'}, {'Geylang East Public Library': '520'}, {'GUILLEMARD RD OS': '346'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '291'}]",Condo,1.0,0.36,0.74,device_229,87.99,False,2025-10-28 03:33:53.039914+00:00
381,Master Room (HDB) for Rent in 2750 Compassvale Link,Sengkang,1600,1,1,1001,2003,275D Compassvale Link 544275,87,41,1.38290495731413,103.893713485123,"[{'Buangkok Hawker Centre': '110'}, {'Sengkang Public Library': '973'}, {'PUNGGOL PK': '858'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '63'}]",HDB,0.73,0.24,0.79,device_229,52.1,False,2025-10-28 03:35:09.640277+00:00
168,The Sail @ Marina Bay,Marina Bay,2000,1,0,66,2008,"4 Marina Blvd, Singapore 018987",64,250,1.28076943504219,103.852658562152,"[{'Market Street Hawker Centre': '454'}, {'library@chinatown': '991'}, {'RAFFLES PLACE PK': '337'}, {'AL MARCHE PTE LTD': '0'}]",Apartment,0.2,0.49,0.51,device_229,52.36,False,2025-10-28 03:36:22.757906+00:00
532,Master Room (HDB) for Rent in 13 Holland Drive (C),Queenstown,1600,1,1,145,1975, 13 Holland Drive 271013,52,369,1.30936039548607,103.793205067682,"[{'Holland Drive Blk 44 (Holland Drive Market and Food Centre)': '145'}, {'Queenstown Public Library': '1806'}, {'HOLLAND VILLAGE PK': '369'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '75'}]",HDB,0.73,0.62,0.84,device_229,27.22,True,2025-10-28 03:37:07.182090+00:00
706,Common Room (HDB) for Rent in 183C Woodlands Street 13,Woodlands West,900,1,0,100,2019,183C Woodlands Street 13 733183,92,377,1.43465687984813,103.776726754884,"[{'Marsiling Mall Hawker Centre': '372'}, {'Woodlands Regional Library': '1135'}, {'WOODLANDS TOWN PK EAST': '364'}, {'SHENG SIONG SUPERMARKET PTE LTD': '359'}]",HDB,0.9,0.07,0.77,device_230,17.91,False,2025-10-28 03:23:47.010251+00:00
291,Common Room (Condo) in Simei Green Condominium,Changi,1200,1,0,80,1999,"Simei Green Condominium, 1 Simei Street 4",6,376,1.34111322619373,103.957795806877,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '1539'}, {'SUNBIRD CIRCLE PG': '229'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '559'}]",Condo,0.81,0.99,0.33,device_230,46.56,False,2025-10-28 03:24:57.928500+00:00
393,Common Room (HDB) for Rent in 787C Woodlands Crescent,Woodlands East,1200,1,0,120,,787C Woodlands Crescent 733787,78,465,1.4448677578465,103.801173705124,"[{'Kampung Admiralty Hawker Centre': '568'}, {'Woodlands Regional Library': '1922'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '347'}]",HDB,0.81,0.22,0.0,device_230,46.57,False,2025-10-28 03:26:01.699310+00:00
18,138 Marsiling Road,Woodlands West,1300,1,1,150,1995,138 Marsiling Road,97,1040,1.43809995341553,103.777263836104,"[{'Marsiling Mall Hawker Centre': '582'}, {'Woodlands Regional Library': '1127'}, {'WOODLANDS TOWN PK EAST': '278'}, {'SHENG SIONG SUPERMARKET PTE LTD': '577'}]",HDB,0.77,0.02,0.77,device_230,70.32,False,2025-10-28 03:27:49.141941+00:00
324,2 Room (2A) HDB for Rent in 693B Woodlands Avenue 6,Woodlands East,2800,1,1,506,2018,693B Woodlands Avenue 6,76,430,1.43850605916385,103.804250612304,"[{'Kampung Admiralty Hawker Centre': '416'}, {'Woodlands Regional Library': '1965'}, {'WOODLANDS HEALING GARDEN': '1963'}, {'U STARS PTE. LTD.': '319'}]",HDB,0.29,0.24,0.67,device_230,24.68,False,2025-10-28 03:28:40.419324+00:00
358,Common Room (HDB) for Rent in 830 Woodlands Street 83,Woodlands East,850,1,0,150,,830 Woodlands Street 83 730830,92,537,1.43928523903243,103.790785343534,"[{'Kampung Admiralty Hawker Centre': '1106'}, {'Woodlands Regional Library': '636'}, {'WOODLANDS TOWN PK EAST': '1307'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '384'}]",HDB,0.92,0.07,0.67,device_230,42.47,True,2025-10-28 03:30:00.207457+00:00
554,5 Room (5I) HDB for Rent in 629 Woodlands Ring Road,Woodlands East,3700,3,2,1313,1998,629 Woodlands Ring Road 730629,92,719,1.43412645158437,103.801200901409,"[{'Kampung Admiralty Hawker Centre': '624'}, {'Woodlands Regional Library': '1591'}, {'WOODLANDS HEALING GARDEN': '1376'}, {'SHENG SIONG SUPERMARKET PTE LTD': '449'}]",HDB,0.0,0.07,0.67,device_230,67.91,False,2025-10-28 03:31:38.434749+00:00
200,Common Room (Condo) for Rent in Sea Esta (A),Pasir Ris,1200,1,0,133,2015,Sea Esta,50,154,1.3775253897225,103.960239292361,"[{'Pasir Ris Central Hawker Centre': '1063'}, {'Pasir Ris Public Library': '1330'}, {'PASIR RIS PK': '906'}, {'RAW MARKET PTE. LTD.': '224'}]",Condo,0.92,0.0,0.9,device_231,41.21,False,2025-10-28 03:24:13.488763+00:00
64,"Yishun Sapphire, 40 Canberra Drive",Sembawang,1300,1,0,150,2002, 40 Canberra Drive,46,390,1.44076527720917,103.830495461097,"[{'Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre)': '1053'}, {'Yishun Public Library': '1357'}, {'NW502D': '280'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '676'}]",Condo,0.85,0.11,0.89,device_231,45.43,False,2025-10-28 03:25:24.103150+00:00
51,"Simei Green Condominium, 1 Simei Street 4",Changi,1300,1,0,120,1999,1 Simei Street 4,37,580,1.34169538178112,103.958080755214,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '1551'}, {'SUNBIRD CIRCLE PG': '288'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '573'}]",Condo,0.85,0.35,0.45,device_231,43.64,True,2025-10-28 03:26:42.608467+00:00
395,Common Room (Condo) for Rent in Southaven II (A),Bukit Batok,1700,1,0,150,1999,33 Hindhede Walk 587968,37,724,1.34694658217219,103.772158776058,"[{'Bukit Timah Interim Hawker Centre and Market': '761'}, {'HOOVER PARK (LOR PISANG HIJAU PLAYGROUND)': '352'}, {'SEOUL BUTCHERY PTE. LTD.': '604'}]",Condo,0.54,0.35,0.3,device_231,42.63,False,2025-10-28 03:27:54.718878+00:00
100,Cavendish Park,Bukit Merah West,1450,1,0,140,1996,Cavendish Park,45,1020,1.3165509201045,103.775401158619,"[{'Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre)': '565'}, {'Clementi Public Library': '1245'}, {'JLN KEBAYA PG': '602'}, {'YEO KENG GUAN': '394'}]",Condo,0.73,0.14,0.8,device_231,70.35,False,2025-10-28 03:29:31.018255+00:00
387,Common Room (Condo) for Rent in Hundred Pains Residences,Hougang,1300,1,0,100,2019,276 Yio Chu Kang Road 544604,35,414,1.37288099187331,103.877359680293,"[{'Ci Yuan Hawker Centre': '676'}, {'Cheng San Public Library': '1827'}, {'PK VILLAS TERRACE PG': '518'}, {'ANG MO SUPERMARKET PTE LTD': '315'}]",Condo,0.85,0.41,0.77,device_231,43.93,False,2025-10-28 03:30:43.859453+00:00
255,Common Room (Condo) for Rent in Bishan 8 (A),Bishan,1200,1,0,100,2000,"Bishan 8, 61 Bishan Street 21",29,242,1.3491803384667,103.846702572322,"[{'Shunfu Road Blk 320 (Shunfu Mart)': '1128'}, {'Bishan Public Library': '249'}, {'CLOVER WAY PG': '133'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '229'}]",Condo,0.92,0.57,0.94,device_231,42.3,True,2025-10-28 03:31:48.834940+00:00
604,Common Room (Condo) for Rent in Cityscape @ Farrer Park (C),Kampong Java,1640,1,0,260,2015,101 Mergui Road 219067,20,692,1.31802199387753,103.851593706635,"[{'Cambridge Road Blk 41A (Pek Kio Market and Food Centre)': '258'}, {'Toa Payoh Public Library': '1726'}, {'PEK KIO PARK': '340'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '379'}]",Condo,0.58,0.81,0.87,device_231,72.33,False,2025-10-28 03:33:38.172015+00:00
21,208 Ang Mo Kio Avenue 1,Bishan,1100,1,0,115,1975,208 Ang Mo Kio Avenue 1,50,500,1.36544495225352,103.842715047475,"[{'Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre)': '356'}, {'Ang Mo Kio Public Library': '1081'}, {'BISHAN-ANG MO KIO PARK (POND GARDENS)': '702'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '172'}]",HDB,0.96,0.51,0.96,device_232,38.84,False,2025-10-28 03:24:09.442888+00:00
336,"Newest, Common Room (Condo)",Bukit Merah West,1550,1,0,150,2017,3 West Coast Drive,21,684,1.31641321892511,103.757451263571,"[{'West Coast Drive Blk 502 (Ayer Rajah Market)': '532'}, {'Clementi Public Library': '777'}, {'WEST COAST GREEN PLAYGROUND': '153'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '532'}]",Condo,0.92,0.89,0.79,device_232,31.22,False,2025-10-28 03:25:13.045521+00:00
686,Clover By The Park,Bishan,6800,3,3,1636,2012,2 Bishan Street 25 573973,51,480,1.35924248632998,103.845377575704,"[{'Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court)': '625'}, {'Bishan Public Library': '1107'}, {'BISHAN-ANG MO KIO PARK (RIVER PLAINS)': '413'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '285'}]",Condo,0.4,0.49,0.96,device_232,41.39,False,2025-10-28 03:26:25.336233+00:00
255,Common Room (Condo) for Rent in Bishan 8 (A),Bishan,1200,1,0,100,2000,"Bishan 8, 61 Bishan Street 21",47,242,1.3491803384667,103.846702572322,"[{'Shunfu Road Blk 320 (Shunfu Mart)': '1128'}, {'Bishan Public Library': '249'}, {'CLOVER WAY PG': '133'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '229'}]",Condo,0.95,0.55,0.96,device_232,85.83,False,2025-10-28 03:28:21.727546+00:00
531,4 Bed Terrace House (Landed) for Rent in Stratton Park (A),Ang Mo Kio South,6000,4,3,2334,1992,Stratton Drive,88,1332,1.38225954857365,103.864816096561,"[{'Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre)': '1558'}, {'NIM CRESCENT OS': '242'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '744'}]",Landed,0.48,0.0,0.33,device_232,39.67,False,2025-10-28 03:29:36.929808+00:00
139,Huge Master and Common Room,Bukit Merah West,2200,1,1,300,2005,West Coast,22,850,1.30812643020778,103.761111327647,"[{'West Coast Drive Blk 503 (Ayer Rajah Food Centre)': '433'}, {'Clementi Public Library': '845'}, {'JALAN MAS PUTEH PLAYGROUND': '137'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '473'}]",Landed,0.85,0.88,0.79,device_232,20.06,False,2025-10-28 03:30:27.887347+00:00
570,4 Bed Terrace House (Landed) for Rent in Stratton Park (B),Ang Mo Kio South,6140,4,3,2394,1992,Stratton Drive,88,1332,1.38225954857365,103.864816096561,"[{'Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre)': '1558'}, {'NIM CRESCENT OS': '242'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '744'}]",Landed,0.47,0.0,0.33,device_232,69.24,True,2025-10-28 03:32:05.211319+00:00
192,Sherwood Towers (B),Bukit Batok,1300,1,0,150,1980,"3 Jalan Anak Bukit, Singapore 588998",13,620,1.3386316527745,103.778585430975,"[{'Bukit Timah Market': '259'}, {'RAILWAY CORRIDOR RIFLE RANGE CONNECTOR': '314'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '3'}]",Apartment,0.94,1.0,0.05,device_232,39.77,True,2025-10-28 03:33:07.818337+00:00
78,324 Ang Mo Kio Avenue 3,Ang Mo Kio South,850,1,0,130,1978,324 Ang Mo Kio Avenue 3,50,450,1.36833392201705,103.846879231399,"[{'Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market)': '426'}, {'Ang Mo Kio Public Library': '728'}, {'ANG MO KIO TOWN GARDEN EAST': '452'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '197'}]",HDB,0.99,0.51,1.0,device_232,72.35,False,2025-10-28 03:34:56.417309+00:00
35,108 Ang Mo Kio Avenue 4,Ang Mo Kio South,1300,1,0,150,1978,108 Ang Mo Kio Avenue 4,47,350,1.37096635222625,103.838201940326,"[{'Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market)': '408'}, {'Ang Mo Kio Public Library': '923'}, {'MAYFLOWER CRESCENT PG': '244'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '389'}]",HDB,0.76,0.53,0.97,device_233,80.35,True,2025-10-28 03:24:43.313678+00:00
47,"Coastarina, 510 East Coast Road",Marine Parade,1400,1,0,110,2006,510 East Coast Road,67,870,1.30955905953909,103.918348621431,"[{'Marine Terrace Blk 50A (50A Marine Terrace)': '513'}, {'Marine Parade Public Library': '1121'}, {'JLN BULOH PERINDU PG': '165'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '548'}]",Condo,0.73,0.26,0.9,device_233,19.74,False,2025-10-28 03:25:23.677950+00:00
395,Common Room (Condo) for Rent in Southaven II (A),Bukit Batok,1700,1,0,150,1999,33 Hindhede Walk 587968,15,724,1.34694658217219,103.772158776058,"[{'Bukit Timah Interim Hawker Centre and Market': '761'}, {'HOOVER PARK (LOR PISANG HIJAU PLAYGROUND)': '352'}, {'SEOUL BUTCHERY PTE. LTD.': '604'}]",Condo,0.63,0.97,0.03,device_233,30.03,False,2025-10-28 03:26:26.772308+00:00
14,513C Yishun Street 51,Yishun South,850,1,0,100,2017,513C Yishun Street 51,84,1700,1.41540780549145,103.84380144741,"[{'Yishun Park Hawker Centre': '1064'}, {'Yishun Public Library': '1815'}, {'YISHUN PK': '1000'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '404'}]",HDB,0.89,0.03,1.0,device_233,62.37,True,2025-10-28 03:28:07.288883+00:00
29,208 Ang Mo Kio Avenue 1 (again),Bishan,900,1,0,150,1975,208 Ang Mo Kio Avenue 1,50,500,1.36544495225352,103.842715047475,"[{'Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre)': '356'}, {'Ang Mo Kio Public Library': '1081'}, {'BISHAN-ANG MO KIO PARK (POND GARDENS)': '702'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '172'}]",HDB,0.88,0.49,0.95,device_233,51.92,False,2025-10-28 03:29:35.117221+00:00
37,942 Tampines Avenue 5,Tampines,950,1,0,150,1988,942 Tampines Avenue 5,75,720,1.34977339661508,103.940622244099,"[{'Hawker Centre @ Our Tampines Hub': '372'}, {'Tampines Regional Library': '395'}, {'SUN PLAZA PK': '1020'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '424'}]",HDB,0.86,0.15,0.81,device_233,29.05,False,2025-10-28 03:30:34.812287+00:00
44,"Astoria Park, 30 Lorong Mydin",Marine Parade,1300,1,0,100,1995,30 Lorong Mydin,52,170,1.32117298606416,103.912052086589,"[{'Eunos Crescent Blk 4A': '872'}, {'Marine Parade Public Library': '1833'}, {'LORONG MELAYU PARK': '435'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '345'}]",Condo,0.76,0.47,0.9,device_233,29.93,False,2025-10-28 03:31:39.734415+00:00
155,Sherwood Towers (A),Bukit Batok,1200,1,0,100,1980,1 Jalan Anak Bukit,14,620,1.33875930729064,103.778600077834,"[{'Bukit Timah Market': '258'}, {'RAILWAY CORRIDOR RIFLE RANGE CONNECTOR': '300'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '12'}]",Apartment,0.79,0.99,0.03,device_233,16.31,False,2025-10-28 03:32:20.852004+00:00
12,125 Bishan Street 12,Bishan,1000,1,0,150,1986,125 Bishan Street 12,53,770,1.34711902955637,103.851553257146,"[{'Toa Payoh Lorong 8 Blk 210': '821'}, {'Bishan Public Library': '427'}, {'KALLANG LINEAR PARK': '589'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '284'}]",HDB,0.85,0.45,0.95,device_233,39.92,False,2025-10-28 03:33:25.510251+00:00
429,Common Room (HDB) for Rent in 713 Jurong West Street 71 (B),Nanyang,1000,1,0,110,,713 Jurong West Street 71 640713,57,553,1.34365711251197,103.696064237883,"[{'Jurong West Hawker Centre': '295'}, {'Jurong West Public Library': '997'}, {'YUNNAN PARK': '767'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '252'}]",HDB,0.95,0.28,0.64,device_234,37.4,False,2025-10-28 03:24:05.590109+00:00
652,103 Jurong East Street 13 (B),Jurong East,1500,1,0,150,1982,103 Jurong East Street 13,47,750,1.33668715015786,103.738059200285,"[{'Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre)': '752'}, {'Jurong Regional Library': '439'}, {'JLG: CG MRT TOL LINKWAY': '832'}, {'ONE EIGHT SHOP PTE. LTD.': '49'}]",HDB,0.89,0.83,1.0,device_234,32.64,False,2025-10-28 03:25:12.427745+00:00
636,307 Jurong East Street 32,Jurong East,1000,1,0,250,1983,307 Jurong East Street 32,51,900,1.34652151786552,103.734843138868,"[{'Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre)': '370'}, {'Jurong Regional Library': '1584'}, {'JLG: CG MRT TOL LINKWAY': '678'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '418'}]",HDB,0.95,0.61,1.0,device_234,64.59,False,2025-10-28 03:26:54.106685+00:00
390,Common Room (Landed) for Rent in Westville (A),Nanyang,900,1,0,150,1997,Westwood Avenue,61,330,1.35123949722645,103.698839318022,"[{'Jurong West Hawker Centre': '1117'}, {'Jurong West Public Library': '1331'}, {'WESTWOOD PARK PLAYGROUND': '254'}, {'PRIME SUPERMARKET LIMITED': '284'}]",Landed,0.96,0.06,0.64,device_234,16.35,False,2025-10-28 03:27:36.143874+00:00
371,Master Room (Landed) for Rent in The Woods (A),Nanyang,1800,1,1,250,2013,Westwood Avenue,61,420,1.35123949722645,103.698839318022,"[{'Jurong West Hawker Centre': '1117'}, {'Jurong West Public Library': '1331'}, {'WESTWOOD PARK PLAYGROUND': '254'}, {'PRIME SUPERMARKET LIMITED': '284'}]",Landed,0.85,0.06,0.64,device_234,41.7,True,2025-10-28 03:28:46.194026+00:00
14,513C Yishun Street 51,Yishun South,850,1,0,100,2017,513C Yishun Street 51,84,1700,1.41540780549145,103.84380144741,"[{'Yishun Park Hawker Centre': '1064'}, {'Yishun Public Library': '1815'}, {'YISHUN PK': '1000'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '404'}]",HDB,0.89,0.03,1.0,device_235,53.18,False,2025-10-28 03:24:19.537959+00:00
38,318 Bukit Batok Street 32,Bukit Batok,1000,1,0,50,1984,318 Bukit Batok Street 32,38,830,1.36094593781145,103.747282390377,"[{'Bukit Batok West Hawker Centre': '839'}, {'Bukit Batok Public Library': '1262'}, {'BUKIT GOMBAK PARK': '899'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '387'}]",HDB,0.85,0.66,0.79,device_235,73.1,False,2025-10-28 03:25:51.445507+00:00
23,241 Kim Keat Link,Toa Payoh,950,1,0,90,1988,241 Kim Keat Link,53,1230,1.33050536301596,103.855776378989,"[{'Toa Payoh Lorong 7 Blk 22 (Kim Keat Palm Market and Food Centre)': '556'}, {'Toa Payoh Public Library': '636'}, {'MAR THOMA ROAD PARK': '778'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '251'}]",HDB,0.86,0.45,0.82,device_235,67.31,False,2025-10-28 03:27:23.407189+00:00
8,123 Hougang Avenue 1,Woodleigh,750,1,0,150,1981,123 Hougang Avenue 1,65,1440,1.35338313924634,103.88625894527,"[{'Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre)': '437'}, {'Serangoon Public Library': '1585'}, {'AROOZOO AVE PG': '203'}, {'ISYMI PTE LTD': '277'}]",HDB,0.92,0.29,0.95,device_235,17.61,False,2025-10-28 03:27:56.305320+00:00
13,235 Bukit Batok East Avenue 5,Bukit Batok,1000,1,0,150,1984,235 Bukit Batok East Avenue 5,25,1140,1.34848352110457,103.756300449103,"[{'Bukit Batok West Hawker Centre': '1760'}, {'Bukit Batok Public Library': '793'}, {'HILLVIEW CRESCENT PLAYGROUND': '924'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '119'}]",HDB,0.85,0.84,0.79,device_235,10.43,True,2025-10-28 03:28:39.674785+00:00
9,275D Compassvale Link,Sengkang,1600,1,0,1001,2007,275D Compassvale Link,56,50,1.38290495731413,103.893713485123,"[{'Buangkok Hawker Centre': '110'}, {'Sengkang Public Library': '973'}, {'PUNGGOL PK': '858'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '63'}]",HDB,0.66,0.41,0.69,device_235,56.53,False,2025-10-28 03:29:52.870118+00:00
10,2A Geylang Serai,Geylang,3800,1,1,1033,2010,2A Geylang Serai,58,750,1.31699648623217,103.897748935672,"[{'Geylang Serai Market': '60'}, {'Geylang East Public Library': '1326'}, {'JOO CHIAT TERRACE PK': '524'}, {'EN FROZEN PTE LTD': '39'}]",HDB,0.0,0.38,0.62,device_235,19.12,False,2025-10-28 03:30:34.365358+00:00
47,"Coastarina, 510 East Coast Road",Marine Parade,1400,1,0,110,2006,510 East Coast Road,67,870,1.30955905953909,103.918348621431,"[{'Marine Terrace Blk 50A (50A Marine Terrace)': '513'}, {'Marine Parade Public Library': '1121'}, {'JLN BULOH PERINDU PG': '165'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '548'}]",Condo,0.73,0.26,0.9,device_235,43.2,True,2025-10-28 03:31:50.788535+00:00
51,"Simei Green Condominium, 1 Simei Street 4",Changi,1300,1,0,120,1999,1 Simei Street 4,5,580,1.34169538178112,103.958080755214,"[{'Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)': '1551'}, {'SUNBIRD CIRCLE PG': '288'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '573'}]",Condo,0.55,1.0,0.16,device_236,39.63,False,2025-10-28 03:24:05.609107+00:00
38,318 Bukit Batok Street 32,Bukit Batok,1000,1,0,50,1984,318 Bukit Batok Street 32,83,830,1.36094593781145,103.747282390377,"[{'Bukit Batok West Hawker Centre': '839'}, {'Bukit Batok Public Library': '1262'}, {'BUKIT GOMBAK PARK': '899'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '387'}]",HDB,0.82,0.15,0.79,device_236,11.83,False,2025-10-28 03:24:50.807221+00:00
40,473D Upper Serangoon Crescent,Hougang,900,1,0,100,2016,473D Upper Serangoon Crescent,58,1060,1.37667371760412,103.901954069082,"[{'Buangkok Hawker Centre': '1241'}, {'Cheng San Public Library': '1016'}, {'PUNGGOL PK': '369'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '212'}]",HDB,0.91,0.42,0.81,device_236,49.88,False,2025-10-28 03:26:19.864589+00:00
62,"Far Horizon Gardens, 1 Ang Mo Kio Avenue 9",Ang Mo Kio North,1113,1,0,130,1987, 1 Ang Mo Kio Avenue 9,68,420,1.38320877445053,103.838551545698,"[{'Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market)': '337'}, {'Ang Mo Kio Public Library': '1215'}, {'LENTOR GREEN PG': '283'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '997'}]",Condo,0.72,0.32,0.93,device_236,26.6,True,2025-10-28 03:27:06.666200+00:00
16,28 Ghim Moh Link,Queenstown,1200,1,0,120,2011,28 Ghim Moh Link,61,850,1.30887985026284,103.784802916649,"[{'Ghim Moh Road Blk 20': '447'}, {'HOLLAND GROVE VIEW FC': '456'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '48'}]",HDB,0.64,0.39,0.0,device_236,76.56,False,2025-10-28 03:28:46.159101+00:00
516,2 Bed Apartment (Condo) for Rent in FLANDERS SQUARE,Rochor,3700,2,2,400,, 22 FLANDERS SQUARE 209306,45,326,1.31212398192471,103.857229997527,"[{'Berseh Food Centre': '529'}, {'Central Arts Library': '1634'}, {'SOMME RD PG': '124'}, {'PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.': '115'}]",Condo,0.83,0.82,0.41,device_237,64.04,False,2025-10-28 03:24:37.487944+00:00
567,2 Bed Apartment (Condo) for Rent around FLANDERS SQUARE,Rochor,3700,2,2,400,,22 FLANDERS SQUARE 209306,45,326,1.31212398192471,103.857229997527,"[{'Berseh Food Centre': '529'}, {'Central Arts Library': '1634'}, {'SOMME RD PG': '124'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '115'}]",Condo,0.83,0.82,0.41,device_237,16.01,False,2025-10-28 03:25:20.825818+00:00
53,"The Plaza, 7500A Beach Road",Rochor,1600,1,0,320,1979,7500A Beach Road,44,490,1.29945374471428,103.860070222609,"[{'Golden Mile Food Centre': '588'}, {'Central Arts Library': '661'}, {'KAMPONG GLAM PK': '464'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '482'}]",Apartment,0.98,0.88,0.41,device_237,15.3,False,2025-10-28 03:25:59.834228+00:00
630,3 Bed Apartment (Condo) for Rent in Park Nova,Orchard,15000,3,2,1432,2024,18 Tomlinson Road 247858,55,234,1.30368621206662,103.825629004285,"[{'Zion Riverside Food Centre': '1398'}, {""Singapore Botanic Gardens' Library"": '981'}, {'CAMP ROAD INTERIM PARK': '807'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '235'}]",Condo,0.04,0.24,0.0,device_237,58.71,False,2025-10-28 03:27:31.070236+00:00
256,1 Bed Condo for Rent in The Peak @ Cairnhill I,Kampong Java,3800,1,1,592,2014,"The Peak @ Cairnhill I, 51 Cairnhill Circle",59,480,1.30819273275748,103.838374223228,"[{'Newton Food Centre': '432'}, {'library@orchard': '872'}, {'HOOPER RD PG': '710'}, {'COLD STORAGE SINGAPORE (1983) PTE LTD': '604'}]",Condo,0.82,0.0,1.0,device_237,67.17,False,2025-10-28 03:28:58.687879+00:00
180,Kentish Court,Kampong Java,1400,1,0,200,2000,33 Oxford Road,51,510,1.31514534529478,103.852365754708,"[{'Cambridge Road Blk 41A (Pek Kio Market and Food Centre)': '261'}, {'Central Arts Library': '1951'}, {'PEK KIO PARK': '365'}, {'NTUC FAIRPRICE CO-OPERATIVE LTD': '327'}]",Apartment,0.99,0.47,1.0,device_237,80.73,True,2025-10-28 03:30:43.575061+00:00
